work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,filename
2023,SE,FT,Knowledge Engineer,65970.0,EUR,65970.0,,0.0,DE,,1686407742.0917232.txt
2021,SE,FT,Data Scientist,85000.0,EUR,85000.0,,50.0,DE,,1686407830.791379.txt
2023,EN,EN,IT Schwerpunkt Data Science / ML Engineering,33660.0,EUR,33660.0,,100.0,DE,,1686407897.7090228.txt
2023,EX,FT,Lead Data Scientist,95000.0,EUR,95000.0,,0.0,DE,,1686407960.291482.txt
2021,MI,FT,MLOps Engineer,95000.0,EUR,95000.0,,0.0,DE,,1686407990.3788738.txt
2023,SE,FT,Sr. Data Engineer,74000.0,EUR,74000.0,,100.0,DE,,1686408021.126602.txt
2023,EN,FT,Medical Data Scientist,48000.0,EUR,48000.0,,100.0,DE,,1686408086.625323.txt
2021,SE,FT,Senior Data Science Engineer,80000.0,EUR,80000.0,,0.0,DE,,1686408238.761056.txt
2023,EN,PT,International Fellow with Focus on Water Policy,25920.0,EUR,25920.0,,0.0,DE,,1686408344.4646196.txt
2023,SE,FT,Senior Data Scientist,80000.0,EUR,80000.0,,70.0,DE,,1686408397.8940654.txt
2023,SE,FT,Data Scientist mit Schwerpunkt Softwareentwicklung - Customer Facing,40000.0,EUR,40000.0,,100.0,DE,,1686408572.1586902.txt
2023,EN,CT,PhD Position,39296.0,EUR,39296.0,,0.0,DE,,1686408591.3468113.txt
2022,SE,FL,Data Engineer,57000.0,EUR,57000.0,,100.0,DE,,1686408668.775288.txt
2023,SE,FT,Data Scientist mit Schwerpunkt Softwareentwicklung - Customer Facing,40000.0,EUR,40000.0,,100.0,DE,,1686408725.8937166.txt
2021,MI,PT,Doctoral Research Associates,45000.0,EUR,45000.0,,0.0,DE,,1686408731.8082705.txt
2023,SE,FT,Senior Penetration Tester,100000.0,EUR,100000.0,,100.0,DE,,1686408810.3665037.txt
2023,SE,FT,Data Scientist mit Schwerpunkt Softwareentwicklung,60000.0,EUR,60000.0,,100.0,DE,,1686409000.7672546.txt
2023,SE,FT,Algorithm Developer,85000.0,EUR,85000.0,,100.0,DE,,1686409100.34332.txt
2023,SE,FT,Staff Software Engineer - AMO,80000.0,EUR,80000.0,,100.0,DE,,1686409172.4912007.txt
2023,MI,FT,Developer - Data Architecture & Governance - Microsoft Power Platform,22368.0,EUR,22368.0,,50.0,DE,,1686409240.3006682.txt
2021,SE,FT,Senior Data Scientist,70000.0,EUR,70000.0,,0.0,DE,,1686409255.8459241.txt
2021,MI,Vollzeit,Data Scientist & Machine Learning Engineer,50000.0,EUR,50000.0,,100.0,DE,,1686409313.4131405.txt
2023,SE,FT,Group Data Protection Counsel,22368.0,EUR,22368.0,,0.0,DE,,1686409738.9365907.txt
2023,SE,Vollzeit,PhD Students,50160.0,EUR,50160.0,,0.0,DE,,1686409773.3588214.txt
2022,EN,FT,Product Owner (UX),79200.0,EUR,79200.0,,100.0,DE,,1686409791.592583.txt
2023,SE,FT,Senior C++ developer,130000.0,EUR,130000.0,,100.0,DE,,1686409835.612264.txt
2023,SE,FT,MRI Scientist,80000.0,EUR,80000.0,,20.0,DE,,1686409844.8121483.txt
2021,EN,FT,Junior DevOps / MLOps / Software Engineer,50000.0,EUR,50000.0,,50.0,DE,,1686409856.6817195.txt
2023,EN,FT,Jr. Data Engineer,75000.0,EUR,75000.0,,0.0,DE,,1686409967.8105314.txt
